"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"property", "degree", 0.9706, "undirected", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Man Arrested for Fraud, Identity Theft - Patch.com", "Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV"
"property", "vehicle", 0.9427, "undirected", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Police Log: Road Hazards, Flooding and Identity Theft - Patch.com", "Police Blotter: Identity Theft, No Insurance - Patch.com", "Police Blotter: 2 Identity Theft Arrests, Retail Theft, Stolen Wallet - Patch.com"
"property", "health", 0.9993, "undirected", "Michael Gregg:  Why Your Medical Records Are No Longer Safe", "Federal stats: Identity theft of medical records on rise - Newsday (subscription)", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida", "Representative's wife's files identity theft report - WCYB"
"property", "settings", 0.9353, "undirected", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Guarding against identity theft - WALB-TV", "Theft of Golf Clubs, Identity Theft - Patch.com", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics"
"property", "certification", 0.9946, "undirected", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Wanna buy a loophole? Trickster turns corporate identity theft into online ... - The Verge", "5-year-olds victims of identity theft - The Hill (blog)", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"property", "mothers", 0.9263, "undirected", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Reality Check: Identity Theft Happens to the Best of Us - BU Quad", "Identity Theft Problem Growing - KIMT", "Miami Man Charged in $12 Million Identity Theft Tax Refund Fraud Scheme ... - Federal Bureau of Investigation (press release)", "New report shows identity theft is on the rise - KGET 17"
"property", "tax", 0.9982, "undirected", " IRS Announces Crack Down ", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", " A 'Tsunami' Of Tax Fraud Slams Miami", "Action Line: Tax identity theft protection takes effort - Tulsa World", "Jason Alderman:  Should You Hire a Tax Preparer?"
"property", "pay", 0.9299, "undirected", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Guarding against identity theft - WALB-TV", " IRS Announces Crack Down ", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Miami Man Charged in $12 Million Identity Theft Tax Refund Fraud Scheme ... - Federal Bureau of Investigation (press release)"
"property", "rank", 0.9897, "undirected", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Miami Man Charged in $12 Million Identity Theft Tax Refund Fraud Scheme ... - Federal Bureau of Investigation (press release)", "Guarding against identity theft - WALB-TV", "Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider"
"property", "samsung", 0.9856, "undirected", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider", "Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)", "South Florida leads nation in identity theft, feds report - Palm Beach Post"
"property", "photograph", 0.9864, "undirected", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "NEARBY: Freeport Residents Busted in Identity Theft Scheme - Patch.com", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Miami Man Charged in $12 Million Identity Theft Tax Refund Fraud Scheme ... - Federal Bureau of Investigation (press release)", "Crimes Nearby: Police Break Up Identity Theft Ring - Patch.com"
"property", "administrator", 0.9910, "undirected", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Shredding identity theft in Jackson County - KFVS", "Hundreds shred it to avoid becoming a victim of ID theft - WLOX", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Community Shred Day Aims to Stop Identity Theft - WTOK"
"property", "registration", 0.9823, "undirected", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Editorial: Countering ID theft requires better awareness campaigns - Engadget", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Police Blotter: 2 Identity Theft Arrests, Retail Theft, Stolen Wallet - Patch.com", "Riverside stolen car case leads to identity fraud arrests - abc7.com"
"property", "android", 0.9995, "undirected", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime"
"property", "insurer", 0.9858, "undirected", "James Berman:  The Five Steps for Financial Fitness", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Protection Against Identity Theft - KIMT", "Police Blotter: Identity Theft, No Insurance - Patch.com", "Ch. 2's Mark Arum among ID-theft operation victims - WSB Atlanta"
"property", "personal", 0.7970, "undirected", "State's Attorney: 'Protect Yourself from Identity Theft' - Patch.com", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Contact 6: Avoiding identity theft - fox6now.com", "Clinic Corruption: Hospital Identity Theft - KUTV Dan Sheldon (blog)", "Identity theft: the fastest growing crime in America - Palm Beach Daily News"
"property", "internet", 0.9889, "undirected", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "South Florida leads nation in identity theft, feds report - Palm Beach Post", "Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)"
"property", "identity", 0.9964, "undirected", "Have You Ever Been a Victim of Identity Theft? - Lifehacker", "Identity theft reaches three year high - CW39 NewsFix", "Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News", "LSC-Kingwood to host identity theft presentations - Your Houston News", "ID theft in LA jumps 37% - WWL First News"
"property", "employer", 0.9149, "undirected", "Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com", "Jason Alderman:  Fixing Errors on Your Credit Report", "Miami Man Charged in $12 Million Identity Theft Tax Refund Fraud Scheme ... - Federal Bureau of Investigation (press release)", "One New Identity Theft Victim Every 3 Seconds in 2012 - Fox Business", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com"
"public", "photo", 0.6396, "undirected", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "Lawyer Insists He's Innocent Of Death Profiteering And Identity Theft, Wants ... - The Consumerist", "Office manager of Cortland car lot arrested for identity theft - WREX-TV"
"public", "qualifier", 0.9676, "undirected", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'"
"public", "publish", 0.9311, "undirected", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Authorities searching for man accused of identity theft and fraud - KTBS", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Lawyer Insists He's Innocent Of Death Profiteering And Identity Theft, Wants ... - The Consumerist", "MCSO searches for identity theft suspects at America's Taco Shop restaurants - ABC15.com (KNXV-TV)"
"public", "linkedin", 0.7774, "undirected", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Incidence of Identity Theft Hits 3-Year High - Yahoo! News (blog)"
"public", "attorney", 0.9245, "undirected", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Providence man sentenced to 2 years in identity-theft scheme - The Providence Journal", "Did Prenda try to intimidate ID theft victim into dropping charges? - Ars Technica", "Lawyer Insists He's Innocent Of Death Profiteering And Identity Theft, Wants ... - The Consumerist"
"public", "flag", 0.9430, "undirected", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013", "Ann Brenoff:  How I Spy On My Kids Online", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'"
"public", "measurements", 1.0000, "undirected", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Wanna buy a loophole? Trickster turns corporate identity theft into online ... - The Verge", "Lawyer Insists He's Innocent Of Death Profiteering And Identity Theft, Wants ... - The Consumerist", "Reality Check: Identity Theft Happens to the Best of Us - BU Quad"
"public", "system", 0.9538, "undirected", "Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "Identity theft reaches three year high - CW39 NewsFix", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "Illegal immigrant sentenced to 18 months in prison in 'total identity theft ... - Fox News"
"public", "female", 0.8305, "undirected", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV"
"public", "media", 0.8483, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"public", "group", 0.9995, "undirected", " Bank Card Skimmers Steal Millions", "2 men accused of identity theft ring on trial - KHON2", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ"
"public", "digits", 0.8788, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "How to prevent identity theft - CBS News"
"public", "history", 0.9621, "undirected", "Identity theft brings 5-year term for Everett man - HeraldNet", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Lawyer Insists He's Innocent Of Death Profiteering And Identity Theft, Wants ... - The Consumerist"
"public", "settings", 0.9284, "undirected", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Theft of Golf Clubs, Identity Theft - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Brother of Brighton man accused of running identity theft ring now faces ... - Boston.com"
"public", "certification", 0.9582, "undirected", "Wanna buy a loophole? Trickster turns corporate identity theft into online ... - The Verge", "5-year-olds victims of identity theft - The Hill (blog)", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com"
"public", "level", 0.9550, "undirected", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)"
"public", "college", 0.5558, "undirected", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Mahwah Crime Trends: Drugs, Identity Theft 'Biggest Concerns' - Patch.com", "Lawyer Insists He's Innocent Of Death Profiteering And Identity Theft, Wants ... - The Consumerist", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ"
"public", "mothers", 0.9632, "undirected", "Reality Check: Identity Theft Happens to the Best of Us - BU Quad", "Identity Theft Problem Growing - KIMT", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "New report shows identity theft is on the rise - KGET 17"
"public", "series", 0.8171, "undirected", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013", "Lawyer Insists He's Innocent Of Death Profiteering And Identity Theft, Wants ... - The Consumerist", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'"
"public", "pay", 0.9866, "undirected", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", " IRS Announces Crack Down ", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Dance studio owner charged with identity theft - 6abc.com"
"public", "site", 0.9965, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Ann Brenoff:  How I Spy On My Kids Online", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com"
"public", "corporation", 0.9414, "undirected", "Wanna buy a loophole? Trickster turns corporate identity theft into online ... - The Verge", "Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ"
"public", "children", 0.8950, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "5-year-olds victims of identity theft - The Hill (blog)"
"public", "user", 0.9987, "undirected", "Facebook users risk identity theft - RT", "Facebook users risk identity theft, says famous ex-conman - CBS 21", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"public", "utility", 0.9883, "undirected", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Member of Hickenlooper's ID theft board falls victim - Colorado Springs Gazette", "Colorado identity theft panelist gets identity stolen from work Monday - Denver Post", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Providence man sentenced to 2 years in identity-theft scheme - The Providence Journal"
"public", "email", 0.8177, "undirected", "Avoiding identity theft-related tax refund fraud - Plain Dealer", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "How to Defend Against Identity Theft This Tax Season - CNBC.com", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com"
"public", "samsung", 0.9008, "undirected", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "FUGITIVE FILES Identity Theft - WALA-TV FOX10"
"public", "parents", 0.9212, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)", "Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press", "Frauding the cradle: Identity theft a growing problem for children - Chattanooga Times Free Press", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"
"public", "registration", 0.9067, "undirected", "Editorial: Countering ID theft requires better awareness campaigns - Engadget", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Adam Levin:  Consumer Reports Got It Dangerously Wrong on Identity Theft", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Riverside stolen car case leads to identity fraud arrests - abc7.com"
"public", "network", 0.9384, "undirected", "VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)", "Rudy Giuliani Now An Identity Theft Protection Pitchman - Gothamist", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013", "Industry leader in identity theft protection recently falls short - KTVU San Francisco"
"public", "service", 0.9721, "undirected", "VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)", "Adam Levin:  Consumer Reports Got It Dangerously Wrong on Identity Theft", "Rudy Giuliani Now An Identity Theft Protection Pitchman - Gothamist", "Free ways to protect against identity theft - CNET", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'"
"public", "insurer", 0.9730, "undirected", "James Berman:  The Five Steps for Financial Fitness", "Protection Against Identity Theft - KIMT", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Editorial: Countering ID theft requires better awareness campaigns - Engadget", "Adam Levin:  Consumer Reports Got It Dangerously Wrong on Identity Theft"
"public", "military", 0.9886, "undirected", "Jason Alderman:  Should You Hire a Tax Preparer?", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Avoiding identity theft-related tax refund fraud - Plain Dealer"
"public", "internet", 0.8657, "undirected", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Editorial: Countering ID theft requires better awareness campaigns - Engadget", "Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)"
"public", "student", 0.9545, "undirected", "Ex-student admits guilt in ID theft case - U-T San Diego", "LSC-Kingwood to host identity theft presentations - Your Houston News", "Protecting yourself against fast growing crime of identity theft - WATE-TV", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "Lawyer Insists He's Innocent Of Death Profiteering And Identity Theft, Wants ... - The Consumerist"
"publish", "assigned", 0.9367, "undirected", "IRS gets help fighting identity theft tax fraud - Tbo.com", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "IRS seeing spike in identity theft cases - Tucson News Now", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"publish", "ipad", 0.9654, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "Authorities searching for man accused of identity theft and fraud - KTBS", "Identity theft: the fastest growing crime in America - Palm Beach Daily News", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"publish", "street", 0.9931, "undirected", "Social Security Number Identity Theft; Two-Car Crash on Crawford - Patch.com", "Police Log: Road Hazards, Flooding and Identity Theft - Patch.com", "Identity Theft, Credit Card Fraud: Police Blotter - Patch.com", "Torrance police seek identity theft suspect - Daily Breeze", "FUGITIVE FILES Identity Theft - WALA-TV FOX10"
"publish", "attorney", 0.9067, "undirected", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Providence man sentenced to 2 years in identity-theft scheme - The Providence Journal", "Miami Man Charged in $12 Million Identity Theft Tax Refund Fraud Scheme ... - Federal Bureau of Investigation (press release)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Police arrest man for forgery, identity theft for cashing stolen checks - CBS 21"
"publish", "flag", 0.8551, "undirected", "Authorities searching for man accused of identity theft and fraud - KTBS", "Identity theft and the IRS, or, Who got my refund? - Reuters", "Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Identity theft and taxpayers IRS Tax Tips - News Item"
"publish", "vehicle", 0.9797, "undirected", "Police Blotter: Identity Theft, No Insurance - Patch.com", "Torrance police seek identity theft suspect - Daily Breeze", "Hundreds shred it to avoid becoming a victim of ID theft - WLOX", "Police Blotter: 2 Identity Theft Arrests, Retail Theft, Stolen Wallet - Patch.com", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com"
"publish", "connection", 0.9449, "undirected", "Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone", "2 Miami officers face identity theft charges - 7Online WSVN-TV", "MCSO searches for identity theft suspects at America's Taco Shop restaurants - ABC15.com (KNXV-TV)", "The two Miami police officers were arrested Thursday - NBC 6 South Florida", "Authorities searching for man accused of identity theft and fraud - KTBS"
"publish", "health", 0.9509, "undirected", "Michael Gregg:  Why Your Medical Records Are No Longer Safe", "Federal stats: Identity theft of medical records on rise - Newsday (subscription)", "Representative's wife's files identity theft report - WCYB", "Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida", "Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)"
"publish", "express", 0.8881, "undirected", "Authorities searching for man accused of identity theft and fraud - KTBS", "Identity theft and the IRS, or, Who got my refund? - Reuters", "Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)", "Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters", "Illegal immigrant sentenced to 18 months in prison in 'total identity theft ... - Fox News"
"publish", "history", 0.7483, "undirected", "Identity theft brings 5-year term for Everett man - HeraldNet", "Authorities searching for man accused of identity theft and fraud - KTBS", "Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone", "MCSO searches for identity theft suspects at America's Taco Shop restaurants - ABC15.com (KNXV-TV)", "Lawyer Insists He's Innocent Of Death Profiteering And Identity Theft, Wants ... - The Consumerist"
"publish", "settings", 0.9145, "undirected", "Theft of Golf Clubs, Identity Theft - Patch.com", "Seven charged with identity theft inside Davis County Jail - StandardNet", "Authorities searching for man accused of identity theft and fraud - KTBS", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Brother of Brighton man accused of running identity theft ring now faces ... - Boston.com"
"publish", "application", 0.7150, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", " Identity Thieves Just Love Apple", "Authorities searching for man accused of identity theft and fraud - KTBS", "New reports show identity theft increasing - WPXI Pittsburgh", "Identity theft brings 5-year term for Everett man - HeraldNet"
"publish", "design", 0.9559, "undirected", " Identity Thieves Just Love Apple", "James Berman:  The Five Steps for Financial Fitness", "Authorities searching for man accused of identity theft and fraud - KTBS", "Police arrest man for forgery, identity theft for cashing stolen checks - CBS 21", "2 Miami officers face identity theft charges - 7Online WSVN-TV"
"publish", "ssn", 0.9777, "undirected", "Authorities searching for man accused of identity theft and fraud - KTBS", "CPD notes increase in ID theft - Your Houston News", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", "Identity theft and taxpayers IRS Tax Tips - News Item", "Action Line: Tax identity theft protection takes effort - Tulsa World"
"publish", "sign", 0.9902, "undirected", "Authorities searching for man accused of identity theft and fraud - KTBS", "Police arrest man for forgery, identity theft for cashing stolen checks - CBS 21", "FUGITIVE FILES Identity Theft - WALA-TV FOX10", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters"
"publish", "name", 0.9972, "undirected", "Jeanne Kelly:  Beware of This Common Creditor Error", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com", "5-year-olds victims of identity theft - The Hill (blog)", "Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft", "Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"publish", "pay", 0.9822, "undirected", " IRS Announces Crack Down ", "Dance studio owner charged with identity theft - 6abc.com", "Authorities searching for man accused of identity theft and fraud - KTBS", "Police arrest man for forgery, identity theft for cashing stolen checks - CBS 21", "Guarding against identity theft - WALB-TV"
"publish", "secure", 0.9777, "undirected", "CPD notes increase in ID theft - Your Houston News", "Man arrested for identity theft after using fake Social number - Aspen Daily News", "How to prevent identity theft - CBS News", "Action Line: Minimize the risk of identity theft - Bakersfield Californian", "Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News"
"publish", "locator", 0.8302, "undirected", "Authorities searching for man accused of identity theft and fraud - KTBS", "Crimes Nearby: Police Break Up Identity Theft Ring - Patch.com", "Identity theft victim struggles to renew his license - WALB-TV", "NEARBY: Freeport Residents Busted in Identity Theft Scheme - Patch.com", "MCSO searches for identity theft suspects at America's Taco Shop restaurants - ABC15.com (KNXV-TV)"
"publish", "ship", 0.8352, "undirected", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft", "Authorities searching for man accused of identity theft and fraud - KTBS", "Canton woman charged by troopers in alleged identity theft - WatertownDailyTimes.com", "Police arrest man for forgery, identity theft for cashing stolen checks - CBS 21"
"publish", "occupations", 0.9794, "undirected", "Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)", "Federal stats: Identity theft of medical records on rise - Newsday (subscription)", "Authorities searching for man accused of identity theft and fraud - KTBS", "Retiree claims ID theft left him with arrest warrants - WFAA", "Illegal immigrant sentenced to 18 months in prison in 'total identity theft ... - Fox News"
"publish", "samsung", 0.9952, "undirected", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider", "FUGITIVE FILES Identity Theft - WALA-TV FOX10", "MCSO searches for identity theft suspects at America's Taco Shop restaurants - ABC15.com (KNXV-TV)", "Authorities searching for man accused of identity theft and fraud - KTBS"
"publish", "banking", 0.9541, "undirected", " Bank Card Skimmers Steal Millions", "2 men accused of identity theft ring on trial - KHON2", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "ID theft jolts Hatch residents - Las Cruces Sun-News", "More than dozen hit in identity theft spree - Medina County Gazette"
