"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"travel","countri","0.9115","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","Member of Hickenlooper's ID theft board falls victim - Colorado Springs Gazette"
"travel","health","0.9696","undirected"," Here's Where You're Most Likely To Get Scammed"," U.S. Busts Massive Fake ID Scheme","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - "
"travel","compromis","0.9309","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"travel","system","0.9964","undirected","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - "
"travel","visa","0.6098","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","PIN Problems: Fighting identity theft - WAFF"
"travel","debit","0.9596","undirected","PIN Problems: Fighting identity theft - WAFF"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - "
"travel","group","0.9985","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - "," Bank Card Skimmers Steal Millions"
"travel","passport","0.9184","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com"
"travel","sign","0.8369","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","Member of Hickenlooper's ID theft board falls victim - Colorado Springs Gazette"
"travel","pai","0.9274","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","Member of Hickenlooper's ID theft board falls victim - Colorado Springs Gazette"
"travel","busi","0.9777","undirected","Northeastern Junior College's Business Day provides tips on preventing ... - Journal-Advocate"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Consumer Protection Week Focuses On Identity Theft - ","Local Agencies Warn Against Facebook Identity Theft - WIFR"
"travel","store","0.9805","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - "
"travel","speed","0.9841","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","Member of Hickenlooper's ID theft board falls victim - Colorado Springs Gazette"
"travel","locat","0.8790","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","Member of Hickenlooper's ID theft board falls victim - Colorado Springs Gazette"
"travel","devic","0.9522","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR"
"travel","ship","0.9283","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune"
"travel","administr","0.9840","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","Shredding identity theft in Jackson County - KFVS"
"travel","uniqu","0.9952","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"travel","android","0.9579","undirected"," U.S. Busts Massive Fake ID Scheme"," Here's Where You're Most Likely To Get Scammed","Local Agencies Warn Against Facebook Identity Theft - WIFR","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Consumer Protection Week Focuses On Identity Theft - "
"travel","mortgag","0.3699","undirected"," Here's Where You're Most Likely To Get Scammed"," U.S. Busts Massive Fake ID Scheme","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer"
"travel","bureau","0.9390","undirected"," Here's Where You're Most Likely To Get Scammed"," U.S. Busts Massive Fake ID Scheme","Consumer Protection Week Focuses On Identity Theft - ","Local Agencies Warn Against Facebook Identity Theft - WIFR","Jason Alderman:  Fixing Errors on Your Credit Report"
"twitter","person","0.9676","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","State's Attorney: 'Protect Yourself from Identity Theft' - Patch.com","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com"
"twitter","comput","0.8799","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"," Identity Thieves Just Love Apple","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"
"twitter","militari","0.9967","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Avoiding identity theft-related tax refund fraud - Plain Dealer","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com"
"twitter","internet","0.9499","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"twitter","ident","0.9314","undirected","Have You Ever Been a Victim of Identity Theft? - Lifehacker","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Identity theft reaches three year high - CW39 NewsFix","Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"twitter","password","0.0387","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","Editorial: Countering ID theft requires better awareness campaigns - Engadget"
"type","owner","0.9438","undirected","Kniss says she was victim of identity theft - Palo Alto Online","Robert Siciliano:  BillGuard: Grey Charges Equal Legal Fraud","PIN Problems: Fighting identity theft - WAFF","Dance studio owner charged with identity theft - 6abc.com","Brother of alleged ID theft ringleader held on credit card fraud charges - Boston Herald"
"type","american","0.9127","undirected","Juliet Jeske:  Melissa McCarthy Is Obese -- So What?"," Here's Where You're Most Likely To Get Scammed"," U.S. Busts Massive Fake ID Scheme","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Consumer Protection Week Focuses On Identity Theft - "
"type","laptop","0.9808","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","PIN Problems: Fighting identity theft - WAFF","Facebook users risk identity theft - RT"
"type","travel","0.9999","undirected"," Here's Where You're Most Likely To Get Scammed"," U.S. Busts Massive Fake ID Scheme","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - ","Member of Hickenlooper's ID theft board falls victim - Colorado Springs Gazette"
"type","ey","0.9901","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","PIN Problems: Fighting identity theft - WAFF","New report shows identity theft is on the rise - KGET 17"
"type","memori","0.9708","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Police: 2 more arrests in ID theft scheme - Newsday (subscription)","Identity theft prevention March 7 at Sherrard Library - Quad-Cities Online","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","Michael Gregg:  Why Your Medical Records Are No Longer Safe"
"type","board","0.8984","undirected","Member of Hickenlooper's ID theft board falls victim - Colorado Springs Gazette","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Colorado identity theft panelist gets identity stolen from work Monday - Denver Post","PIN Problems: Fighting identity theft - WAFF","Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider"
"type","purchas","0.9926","undirected","Three arrested for identity theft profiling - Lodi News-Sentinel","Identity theft is taxing problem - Post-Bulletin","Elkton woman charged with identity theft, police seek other victims - Cecil Whig","PIN Problems: Fighting identity theft - WAFF","Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"type","id","0.9177","undirected","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","Why Identity Theft Matters - ABC News","FTC: Georgia No. 2 in fraud, ID theft complaints - Atlanta Journal Constitution (blog)","FTC Releases Top 30 Consumer Complaints of the Year; ID Fraud Is No. 1 - ABC News","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
"type","loan","0.8766","undirected","Jason Alderman:  Fixing Errors on Your Credit Report","One New Identity Theft Victim Every 3 Seconds in 2012 - Fox Business","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft","Authorities searching for man accused of identity theft and fraud - KTBS","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card"
"type","oper","0.9235","undirected","Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)","Mass. Man Arraigned In Alleged Identity Theft Scam - WBUR","Share via e-mail - Boston Globe","Brother of Brighton man accused of running identity theft ring now faces ... - Boston.com","PIN Problems: Fighting identity theft - WAFF"
"type","displai","0.9833","undirected","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","PIN Problems: Fighting identity theft - WAFF","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","Why Identity Theft Matters - ABC News"
"type","statu","0.8488","undirected","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Jason Alderman:  Fixing Errors on Your Credit Report","PIN Problems: Fighting identity theft - WAFF","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters"
"type","wii","0.9570","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","PIN Problems: Fighting identity theft - WAFF","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
"type","employe","0.8171","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Why Identity Theft Matters - ABC News"
"type","balanc","0.8676","undirected","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Jason Alderman:  Fixing Errors on Your Credit Report","PIN Problems: Fighting identity theft - WAFF","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters"
"type","establish","0.9118","undirected","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","PIN Problems: Fighting identity theft - WAFF","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters"
"type","code","0.9990","undirected","Miami Man Charged in $12 Million Identity Theft Tax Refund Fraud Scheme ... - Federal Bureau of Investigation (press release)","Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","PIN Problems: Fighting identity theft - WAFF","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
"type","bill","0.9536","undirected","Seven charged with identity theft inside Davis County Jail - StandardNet","Iowa House OKs Bill Making Identity Theft a Felony - KCRG","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","New report shows identity theft is on the rise - KGET 17","New reports show identity theft increasing - WPXI Pittsburgh"
"type","qualifi","0.9353","undirected","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Jason Alderman:  Should You Hire a Tax Preparer?","PIN Problems: Fighting identity theft - WAFF","Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider","Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)"
"type","vendor","0.8856","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","Protection Against Identity Theft - KIMT","Why Identity Theft Matters - ABC News"
"type","assist","0.8132","undirected","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Office manager of Cortland car lot arrested for identity theft - WREX-TV","Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired","Letter: Mayoka Warns About Identity Theft - Patch.com","Letter: Mayoka Warns About Identity Theft - Patch.com"
"type","linkedin","0.8240","undirected","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Why Identity Theft Matters - ABC News","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card"
"type","transact","0.9955","undirected","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today","LSO Investigating Two Cases of Identity Theft - 1011now","Sturgis residents victims of identity theft - Rapid City Journal","PIN Problems: Fighting identity theft - WAFF","Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com"
"type","phone","0.9942","undirected","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Ann Brenoff:  How I Spy On My Kids Online","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"type","date","0.9894","undirected","Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com","5-year-olds victims of identity theft - The Hill (blog)","Facebook users risk identity theft, says famous ex-conman - CBS 21","Facebook users risk identity theft - RT","Theft of Golf Clubs, Identity Theft - Patch.com"
"type","countri","0.8104","undirected","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","I-Team Investigates Identity Theft Targets In Texas - ","South Florida leads nation in identity theft, feds report - Palm Beach Post","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","FTC: Georgia No. 2 in fraud, ID theft complaints - Atlanta Journal Constitution (blog)"
"type","connect","0.9476","undirected","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","PIN Problems: Fighting identity theft - WAFF","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Man Arrested for Fraud, Identity Theft - Patch.com","2 Miami officers face identity theft charges - 7Online WSVN-TV"
"type","identifi","0.9385","undirected","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","Why Identity Theft Matters - ABC News","FTC Releases Top 30 Consumer Complaints of the Year; ID Fraud Is No. 1 - ABC News"
"type","health","0.9889","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Representative's wife's files identity theft report - WCYB","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)"
"type","system","0.4502","undirected","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Office manager of Cortland car lot arrested for identity theft - WREX-TV","Identity theft reaches three year high - CW39 NewsFix","4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network","More than dozen hit in identity theft spree - Medina County Gazette"
"type","visa","0.6442","undirected","PIN Problems: Fighting identity theft - WAFF","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Jason Alderman:  Fixing Errors on Your Credit Report","More than dozen hit in identity theft spree - Medina County Gazette","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
"type","debit","0.5882","undirected","PIN Problems: Fighting identity theft - WAFF","Sturgis residents victims of identity theft - Rapid City Journal","Jeanne Kelly:  'Spring Forward' to Protect Your Identity","More than dozen hit in identity theft spree - Medina County Gazette","LSO Investigating Two Cases of Identity Theft - 1011now"
"type","birth","0.9713","undirected","Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com","5-year-olds victims of identity theft - The Hill (blog)","Facebook users risk identity theft, says famous ex-conman - CBS 21","Facebook users risk identity theft - RT","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card"
"type","medic","0.9659","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Representative's wife's files identity theft report - WCYB","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Social Security Number Identity Theft; Two-Car Crash on Crawford - Patch.com","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida"
"type","score","0.9202","undirected","Jason Alderman:  Fixing Errors on Your Credit Report","Free ways to protect against identity theft - CNET","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft","One New Identity Theft Victim Every 3 Seconds in 2012 - Fox Business","Adam Levin:  Consumer Reports Got It Dangerously Wrong on Identity Theft"
"type","design","0.9721","undirected"," Identity Thieves Just Love Apple","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","James Berman:  The Five Steps for Financial Fitness","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Protection Against Identity Theft - KIMT"
"type","mother","0.9844","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","New report shows identity theft is on the rise - KGET 17","I-Team Investigates Identity Theft Targets In Texas - ","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card"
"type","seri","0.9777","undirected","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","PIN Problems: Fighting identity theft - WAFF","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","Why Identity Theft Matters - ABC News"
"type","tax","0.9315","undirected"," IRS Announces Crack Down ","Jason Alderman:  Avoiding Tax Refund Identity Fraud"," A 'Tsunami' Of Tax Fraud Slams Miami","Action Line: Tax identity theft protection takes effort - Tulsa World","Jason Alderman:  Should You Hire a Tax Preparer?"
"type","depend","0.8060","undirected","Jason Alderman:  Should You Hire a Tax Preparer?","PIN Problems: Fighting identity theft - WAFF","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","ID theft jolts Hatch residents - Las Cruces Sun-News","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
"type","pai","0.9293","undirected"," IRS Announces Crack Down ","PIN Problems: Fighting identity theft - WAFF","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Dance studio owner charged with identity theft - 6abc.com","Jason Alderman:  Should You Hire a Tax Preparer?"
"type","busi","0.8202","undirected","Northeastern Junior College's Business Day provides tips on preventing ... - Journal-Advocate","Kniss says she was victim of identity theft - Palo Alto Online","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","LSC-Kingwood to host identity theft presentations - Your Houston News","Berks business leaders urged to watch for ID theft - Reading Eagle"
"type","store","0.9229","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone"," Identity Thieves Just Love Apple","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card"
"type","speed","0.8757","undirected","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card"," A 'Tsunami' Of Tax Fraud Slams Miami","PIN Problems: Fighting identity theft - WAFF","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters"
"type","secur","0.9692","undirected","Man arrested for identity theft after using fake Social number - Aspen Daily News","Action Line: Minimize the risk of identity theft - Bakersfield Californian","Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News","Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com","CPD notes increase in ID theft - Your Houston News"
"type","devic","0.9661","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","The two Miami police officers were arrested Thursday - NBC 6 South Florida","NEARBY: Freeport Residents Busted in Identity Theft Scheme - Patch.com","Ex-student admits guilt in ID theft case - U-T San Diego"
"type","medicar","0.9122","undirected","James Berman:  The Five Steps for Financial Fitness","Protection Against Identity Theft - KIMT","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card"," A 'Tsunami' Of Tax Fraud Slams Miami","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
"type","rank","0.9591","undirected","Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider","Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)","South Florida leads nation in identity theft, feds report - Palm Beach Post","FTC Releases Top 30 Consumer Complaints of the Year; ID Fraud Is No. 1 - ABC News","FTC: Georgia No. 2 in fraud, ID theft complaints - Atlanta Journal Constitution (blog)"
"type","util","0.9261","undirected","Why Identity Theft Matters - ABC News","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)","FTC Releases Top 30 Consumer Complaints of the Year; ID Fraud Is No. 1 - ABC News"
"type","rate","0.9236","undirected","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","Why Identity Theft Matters - ABC News","FTC: Georgia No. 2 in fraud, ID theft complaints - Atlanta Journal Constitution (blog)","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters"
"type","sale","0.9330","undirected"," IRS Announces Crack Down ","Tax refund fraud cases drive up ID theft complaints in 2012: Plain Dealing - Plain Dealer","FTC Releases Top 30 Consumer Complaints of the Year; ID Fraud Is No. 1 - ABC News","Why Identity Theft Matters - ABC News","Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)"
"type","administr","0.9586","undirected","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Shredding identity theft in Jackson County - KFVS","Hundreds shred it to avoid becoming a victim of ID theft - WLOX","PIN Problems: Fighting identity theft - WAFF","Community Shred Day Aims to Stop Identity Theft - WTOK"
"type","uniqu","0.8592","undirected","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","PIN Problems: Fighting identity theft - WAFF","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters"
"type","android","0.9952","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","PIN Problems: Fighting identity theft - WAFF"
"type","insur","0.8684","undirected","James Berman:  The Five Steps for Financial Fitness","Protection Against Identity Theft - KIMT","Adam Levin:  Consumer Reports Got It Dangerously Wrong on Identity Theft","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters"
"type","bureau","0.8767","undirected","Jason Alderman:  Fixing Errors on Your Credit Report","Frauding the cradle: Identity theft a growing problem for children - Chattanooga Times Free Press","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft","One New Identity Theft Victim Every 3 Seconds in 2012 - Fox Business","Robert Siciliano:  Maryland Child Identity Lock Bill Is Useless"
"type","militari","0.7974","undirected","Jason Alderman:  Should You Hire a Tax Preparer?","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","PIN Problems: Fighting identity theft - WAFF"
"type","ident","0.8684","undirected","Identity theft reaches three year high - CW39 NewsFix","Have You Ever Been a Victim of Identity Theft? - Lifehacker","Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
